text_id	sentence_id	emotion
ISEAR_1035	1035	guilt
ISEAR_1036	1036	joy
ISEAR_1037	1037	fear
ISEAR_1038	1038	anger
ISEAR_1039	1039	sadness
ISEAR_1040	1040	disgust
ISEAR_1041	1041	shame
ISEAR_1042	1042	guilt
ISEAR_1043	1043	joy
ISEAR_1044	1044	fear
ISEAR_1045	1045	anger
ISEAR_1046	1046	sadness
ISEAR_1047	1047	disgust
ISEAR_1048	1048	shame
ISEAR_1049	1049	guilt
ISEAR_1050	1050	joy
ISEAR_1051	1051	fear
ISEAR_1052	1052	anger
ISEAR_1053	1053	sadness
ISEAR_1054	1054	disgust
ISEAR_1055	1055	shame
ISEAR_1056	1056	guilt
ISEAR_1057	1057	joy
ISEAR_1058	1058	fear
ISEAR_1059	1059	anger
ISEAR_1060	1060	sadness
ISEAR_1061	1061	disgust
ISEAR_1062	1062	shame
ISEAR_1063	1063	guilt
ISEAR_1064	1064	joy
ISEAR_1065	1065	fear
ISEAR_1066	1066	anger
ISEAR_1067	1067	sadness
ISEAR_1068	1068	disgust
ISEAR_1069	1069	shame
ISEAR_1070	1070	guilt
ISEAR_1071	1071	joy
ISEAR_1072	1072	fear
ISEAR_1073	1073	anger
ISEAR_1074	1074	sadness
ISEAR_1075	1075	disgust
ISEAR_1076	1076	shame
ISEAR_1077	1077	guilt
ISEAR_1078	1078	joy
ISEAR_1079	1079	fear
ISEAR_1080	1080	anger
ISEAR_1081	1081	sadness
ISEAR_1082	1082	disgust
ISEAR_1083	1083	shame
ISEAR_1084	1084	guilt
ISEAR_1085	1085	joy
ISEAR_1086	1086	fear
ISEAR_1087	1087	anger
ISEAR_1088	1088	sadness
ISEAR_1089	1089	disgust
ISEAR_1090	1090	shame
ISEAR_1091	1091	guilt
ISEAR_1092	1092	joy
ISEAR_1093	1093	fear
ISEAR_1094	1094	anger
ISEAR_1095	1095	sadness
ISEAR_1096	1096	disgust
ISEAR_1097	1097	shame
ISEAR_1098	1098	guilt
ISEAR_1099	1099	joy
ISEAR_1100	1100	fear
ISEAR_1101	1101	anger
ISEAR_1102	1102	sadness
ISEAR_1103	1103	disgust
ISEAR_1104	1104	shame
ISEAR_1105	1105	guilt
ISEAR_1106	1106	joy
ISEAR_1107	1107	fear
ISEAR_1108	1108	anger
ISEAR_1109	1109	sadness
ISEAR_1110	1110	disgust
ISEAR_1111	1111	shame
ISEAR_1112	1112	guilt
ISEAR_1113	1113	joy
ISEAR_1114	1114	fear
ISEAR_1115	1115	anger
ISEAR_1116	1116	sadness
ISEAR_1117	1117	disgust
ISEAR_1118	1118	shame
ISEAR_1119	1119	guilt
ISEAR_1120	1120	joy
ISEAR_1121	1121	fear
ISEAR_1122	1122	anger
ISEAR_1123	1123	sadness
ISEAR_1124	1124	disgust
ISEAR_1125	1125	shame
ISEAR_1126	1126	guilt
ISEAR_1127	1127	joy
ISEAR_1128	1128	fear
ISEAR_1129	1129	anger
ISEAR_1130	1130	sadness
ISEAR_1131	1131	disgust
ISEAR_1132	1132	shame
ISEAR_1133	1133	guilt
ISEAR_1134	1134	joy
ISEAR_1135	1135	fear
ISEAR_1136	1136	anger
ISEAR_1137	1137	sadness
ISEAR_1138	1138	disgust
ISEAR_1139	1139	shame
ISEAR_1140	1140	guilt
ISEAR_1141	1141	joy
ISEAR_1142	1142	fear
ISEAR_1143	1143	anger
ISEAR_1144	1144	sadness
ISEAR_1145	1145	disgust
ISEAR_1146	1146	shame
ISEAR_1147	1147	guilt
ISEAR_1148	1148	joy
ISEAR_1149	1149	fear
ISEAR_1150	1150	anger
ISEAR_1151	1151	sadness
ISEAR_1152	1152	disgust
ISEAR_1153	1153	shame
ISEAR_1154	1154	guilt
ISEAR_1155	1155	joy
ISEAR_1156	1156	fear
ISEAR_1157	1157	anger
ISEAR_1158	1158	sadness
ISEAR_1159	1159	disgust
ISEAR_1160	1160	shame
ISEAR_1161	1161	guilt
ISEAR_1162	1162	joy
ISEAR_1163	1163	fear
ISEAR_1164	1164	anger
ISEAR_1165	1165	sadness
ISEAR_1166	1166	disgust
ISEAR_1167	1167	shame
ISEAR_1168	1168	guilt
ISEAR_1169	1169	joy
ISEAR_1170	1170	fear
ISEAR_1171	1171	anger
ISEAR_1172	1172	sadness
ISEAR_1173	1173	disgust
ISEAR_1174	1174	shame
ISEAR_1175	1175	guilt
ISEAR_1176	1176	joy
ISEAR_1177	1177	fear
ISEAR_1178	1178	anger
ISEAR_1179	1179	sadness
ISEAR_1180	1180	disgust
ISEAR_1181	1181	shame
ISEAR_1182	1182	guilt
ISEAR_1183	1183	joy
ISEAR_1184	1184	fear
ISEAR_1185	1185	anger
ISEAR_1186	1186	sadness
ISEAR_1187	1187	disgust
ISEAR_1188	1188	shame
ISEAR_1189	1189	guilt
ISEAR_1190	1190	joy
ISEAR_1191	1191	fear
ISEAR_1192	1192	anger
ISEAR_1193	1193	sadness
ISEAR_1194	1194	disgust
ISEAR_1195	1195	shame
ISEAR_1196	1196	guilt
ISEAR_1197	1197	joy
ISEAR_1198	1198	fear
ISEAR_1199	1199	guilt
ISEAR_1200	1200	joy
ISEAR_1201	1201	fear
ISEAR_1202	1202	anger
ISEAR_1203	1203	sadness
ISEAR_1204	1204	disgust
ISEAR_1205	1205	shame
ISEAR_1206	1206	guilt
ISEAR_1207	1207	joy
ISEAR_1208	1208	fear
ISEAR_1209	1209	anger
ISEAR_1210	1210	sadness
ISEAR_1211	1211	disgust
ISEAR_1212	1212	shame
ISEAR_1213	1213	joy
ISEAR_1214	1214	fear
ISEAR_1215	1215	anger
ISEAR_1216	1216	sadness
ISEAR_1217	1217	disgust
ISEAR_1218	1218	shame
ISEAR_1219	1219	guilt
ISEAR_1220	1220	joy
ISEAR_1221	1221	fear
ISEAR_1222	1222	anger
ISEAR_1223	1223	sadness
ISEAR_1224	1224	disgust
ISEAR_1225	1225	shame
ISEAR_1226	1226	guilt
ISEAR_1227	1227	joy
ISEAR_1228	1228	fear
ISEAR_1229	1229	anger
ISEAR_1230	1230	sadness
ISEAR_1231	1231	disgust
ISEAR_1232	1232	shame
ISEAR_1233	1233	guilt
ISEAR_1234	1234	joy
ISEAR_1235	1235	fear
ISEAR_1236	1236	anger
ISEAR_1237	1237	sadness
ISEAR_1238	1238	disgust
ISEAR_1239	1239	shame
ISEAR_1240	1240	guilt
ISEAR_1241	1241	joy
ISEAR_1242	1242	fear
ISEAR_1243	1243	anger
ISEAR_1244	1244	sadness
ISEAR_1245	1245	disgust
ISEAR_1246	1246	shame
ISEAR_1247	1247	guilt
ISEAR_1248	1248	joy
ISEAR_1249	1249	fear
ISEAR_1250	1250	anger
ISEAR_1251	1251	sadness
ISEAR_1252	1252	disgust
ISEAR_1253	1253	shame
ISEAR_1254	1254	guilt
ISEAR_1255	1255	joy
ISEAR_1256	1256	fear
ISEAR_1257	1257	anger
ISEAR_1258	1258	sadness
ISEAR_1259	1259	disgust
ISEAR_1260	1260	shame
ISEAR_1261	1261	guilt
ISEAR_1262	1262	joy
ISEAR_1263	1263	fear
ISEAR_1264	1264	anger
ISEAR_1265	1265	sadness
ISEAR_1266	1266	disgust
ISEAR_1267	1267	shame
ISEAR_1268	1268	guilt
ISEAR_1269	1269	joy
ISEAR_1270	1270	fear
ISEAR_1271	1271	anger
ISEAR_1272	1272	sadness
ISEAR_1273	1273	disgust
ISEAR_1274	1274	shame
ISEAR_1275	1275	guilt
ISEAR_1276	1276	anger
ISEAR_1277	1277	sadness
ISEAR_1278	1278	disgust
ISEAR_1279	1279	shame
ISEAR_1280	1280	guilt
ISEAR_1281	1281	joy
ISEAR_1282	1282	fear
ISEAR_1283	1283	anger
ISEAR_1284	1284	sadness
ISEAR_1285	1285	disgust
ISEAR_1286	1286	shame
ISEAR_1287	1287	guilt
ISEAR_1288	1288	joy
ISEAR_1289	1289	fear
ISEAR_1290	1290	anger
ISEAR_1291	1291	sadness
ISEAR_1292	1292	disgust
ISEAR_1293	1293	shame
ISEAR_1294	1294	guilt
ISEAR_1295	1295	joy
ISEAR_1296	1296	fear
ISEAR_1297	1297	anger
ISEAR_1298	1298	sadness
ISEAR_1299	1299	disgust
ISEAR_1300	1300	shame
ISEAR_1301	1301	guilt
ISEAR_1302	1302	joy
ISEAR_1303	1303	fear
ISEAR_1304	1304	anger
ISEAR_1305	1305	sadness
ISEAR_1306	1306	disgust
ISEAR_1307	1307	shame
ISEAR_1308	1308	guilt
ISEAR_1309	1309	anger
ISEAR_1310	1310	sadness
ISEAR_1311	1311	disgust
ISEAR_1312	1312	shame
ISEAR_1313	1313	guilt
ISEAR_1314	1314	joy
ISEAR_1315	1315	fear
ISEAR_1316	1316	anger
ISEAR_1317	1317	sadness
ISEAR_1318	1318	disgust
ISEAR_1319	1319	shame
ISEAR_1320	1320	guilt
ISEAR_1321	1321	joy
ISEAR_1322	1322	fear
ISEAR_1323	1323	anger
ISEAR_1324	1324	sadness
ISEAR_1325	1325	disgust
ISEAR_1326	1326	shame
ISEAR_1327	1327	guilt
ISEAR_1328	1328	joy
ISEAR_1329	1329	fear
ISEAR_1330	1330	anger
ISEAR_1331	1331	sadness
ISEAR_1332	1332	disgust
ISEAR_1333	1333	shame
ISEAR_1334	1334	guilt
ISEAR_1335	1335	joy
ISEAR_1336	1336	fear
ISEAR_1337	1337	anger
ISEAR_1338	1338	sadness
ISEAR_1339	1339	disgust
ISEAR_1340	1340	shame
ISEAR_1341	1341	guilt
ISEAR_1342	1342	joy
ISEAR_1343	1343	fear
ISEAR_1344	1344	anger
ISEAR_1345	1345	sadness
ISEAR_1346	1346	disgust
ISEAR_1347	1347	shame
ISEAR_1348	1348	guilt
ISEAR_1349	1349	joy
ISEAR_1350	1350	fear
ISEAR_1351	1351	anger
ISEAR_1352	1352	sadness
ISEAR_1353	1353	disgust
ISEAR_1354	1354	shame
ISEAR_1355	1355	guilt
ISEAR_1356	1356	joy
ISEAR_1357	1357	fear
ISEAR_1358	1358	anger
ISEAR_1359	1359	sadness
ISEAR_1360	1360	disgust
ISEAR_1361	1361	shame
ISEAR_1362	1362	guilt
ISEAR_1363	1363	joy
ISEAR_1364	1364	fear
ISEAR_1365	1365	anger
ISEAR_1366	1366	sadness
ISEAR_1367	1367	disgust
ISEAR_1368	1368	shame
ISEAR_1369	1369	guilt
ISEAR_1370	1370	joy
ISEAR_1371	1371	fear
ISEAR_1372	1372	anger
ISEAR_1373	1373	sadness
ISEAR_1374	1374	disgust
ISEAR_1375	1375	shame
ISEAR_1376	1376	guilt
ISEAR_1377	1377	joy
ISEAR_1378	1378	fear
ISEAR_1379	1379	anger
ISEAR_1380	1380	sadness
ISEAR_1381	1381	disgust
ISEAR_1382	1382	shame
ISEAR_1383	1383	guilt
ISEAR_1384	1384	joy
ISEAR_1385	1385	fear
ISEAR_1386	1386	anger
ISEAR_1387	1387	sadness
ISEAR_1388	1388	disgust
ISEAR_1389	1389	shame
ISEAR_1390	1390	guilt
ISEAR_1391	1391	joy
ISEAR_1392	1392	fear
ISEAR_1393	1393	anger
ISEAR_1394	1394	sadness
ISEAR_1395	1395	disgust
ISEAR_1396	1396	shame
ISEAR_1397	1397	guilt
ISEAR_1398	1398	joy
ISEAR_1399	1399	fear
ISEAR_1400	1400	anger
ISEAR_1401	1401	sadness
ISEAR_1402	1402	disgust
ISEAR_1403	1403	shame
ISEAR_1404	1404	guilt
ISEAR_1405	1405	joy
ISEAR_1406	1406	fear
ISEAR_1407	1407	anger
ISEAR_1408	1408	sadness
ISEAR_1409	1409	disgust
ISEAR_1410	1410	shame
ISEAR_1411	1411	guilt
ISEAR_1412	1412	joy
ISEAR_1413	1413	fear
ISEAR_1414	1414	anger
ISEAR_1415	1415	sadness
ISEAR_1416	1416	disgust
ISEAR_1417	1417	shame
ISEAR_1418	1418	guilt
ISEAR_1419	1419	joy
ISEAR_1420	1420	fear
ISEAR_1421	1421	anger
ISEAR_1422	1422	sadness
ISEAR_1423	1423	disgust
ISEAR_1424	1424	shame
ISEAR_1425	1425	guilt
ISEAR_1426	1426	joy
ISEAR_1427	1427	fear
ISEAR_1428	1428	anger
ISEAR_1429	1429	sadness
ISEAR_1430	1430	disgust
ISEAR_1431	1431	shame
ISEAR_1432	1432	guilt
ISEAR_1433	1433	joy
ISEAR_1434	1434	fear
ISEAR_1435	1435	anger
ISEAR_1436	1436	sadness
ISEAR_1437	1437	disgust
ISEAR_1438	1438	shame
ISEAR_1439	1439	guilt
ISEAR_1440	1440	joy
ISEAR_1441	1441	fear
ISEAR_1442	1442	anger
ISEAR_1443	1443	sadness
ISEAR_1444	1444	disgust
ISEAR_1445	1445	shame
ISEAR_1446	1446	guilt
ISEAR_1447	1447	joy
ISEAR_1448	1448	fear
ISEAR_1449	1449	anger
ISEAR_1450	1450	sadness
ISEAR_1451	1451	disgust
ISEAR_1452	1452	sadness
ISEAR_1453	1453	disgust
ISEAR_1454	1454	shame
ISEAR_1455	1455	guilt
ISEAR_1456	1456	joy
ISEAR_1457	1457	fear
ISEAR_1458	1458	anger
ISEAR_1459	1459	sadness
ISEAR_1460	1460	disgust
ISEAR_1461	1461	shame
ISEAR_1462	1462	guilt
ISEAR_1463	1463	joy
ISEAR_1464	1464	fear
ISEAR_1465	1465	anger
ISEAR_1466	1466	sadness
ISEAR_1467	1467	disgust
ISEAR_1468	1468	shame
ISEAR_1469	1469	guilt
ISEAR_1470	1470	joy
ISEAR_1471	1471	fear
ISEAR_1472	1472	anger
ISEAR_1473	1473	sadness
ISEAR_1474	1474	guilt
ISEAR_1475	1475	joy
ISEAR_1476	1476	fear
ISEAR_1477	1477	anger
ISEAR_1478	1478	sadness
ISEAR_1479	1479	disgust
ISEAR_1480	1480	shame
ISEAR_1481	1481	guilt
ISEAR_1482	1482	joy
ISEAR_1483	1483	fear
ISEAR_1484	1484	anger
ISEAR_1485	1485	sadness
ISEAR_1486	1486	disgust
ISEAR_1487	1487	shame
ISEAR_1488	1488	guilt
ISEAR_1489	1489	joy
ISEAR_1490	1490	fear
ISEAR_1491	1491	anger
ISEAR_1492	1492	sadness
ISEAR_1493	1493	disgust
ISEAR_1494	1494	shame
ISEAR_1495	1495	guilt
ISEAR_1496	1496	joy
ISEAR_1497	1497	fear
ISEAR_1498	1498	anger
ISEAR_1499	1499	sadness
ISEAR_1500	1500	disgust
ISEAR_1501	1501	shame
ISEAR_1502	1502	guilt
ISEAR_1503	1503	joy
ISEAR_1504	1504	fear
ISEAR_1505	1505	anger
ISEAR_1506	1506	sadness
ISEAR_1507	1507	sadness
ISEAR_1508	1508	disgust
ISEAR_1509	1509	shame
ISEAR_1510	1510	guilt
ISEAR_1511	1511	joy
ISEAR_1512	1512	fear
ISEAR_1513	1513	anger
ISEAR_1514	1514	sadness
ISEAR_1515	1515	disgust
ISEAR_1516	1516	shame
ISEAR_1517	1517	guilt
ISEAR_1518	1518	anger
ISEAR_1519	1519	sadness
ISEAR_1520	1520	disgust
ISEAR_1521	1521	shame
ISEAR_1522	1522	guilt
ISEAR_1523	1523	joy
ISEAR_1524	1524	fear
ISEAR_1525	1525	anger
ISEAR_1526	1526	sadness
ISEAR_1527	1527	disgust
ISEAR_1528	1528	shame
ISEAR_1529	1529	shame
ISEAR_1530	1530	guilt
ISEAR_1531	1531	joy
ISEAR_1532	1532	fear
ISEAR_1533	1533	anger
ISEAR_1534	1534	sadness
ISEAR_1535	1535	disgust
ISEAR_1536	1536	shame
ISEAR_1537	1537	guilt
ISEAR_1538	1538	joy
ISEAR_1539	1539	fear
ISEAR_1540	1540	anger
ISEAR_1541	1541	sadness
ISEAR_1542	1542	disgust
ISEAR_1543	1543	shame
ISEAR_1544	1544	guilt
ISEAR_1545	1545	joy
ISEAR_1546	1546	fear
ISEAR_1547	1547	anger
ISEAR_1548	1548	sadness
ISEAR_1549	1549	disgust
ISEAR_1550	1550	shame
ISEAR_1551	1551	guilt
ISEAR_1552	1552	joy
ISEAR_1553	1553	fear
ISEAR_1554	1554	anger
ISEAR_1555	1555	sadness
ISEAR_1556	1556	disgust
ISEAR_1557	1557	shame
ISEAR_1558	1558	guilt
ISEAR_1559	1559	joy
ISEAR_1560	1560	fear
ISEAR_1561	1561	anger
ISEAR_1562	1562	sadness
ISEAR_1563	1563	disgust
ISEAR_1564	1564	shame
ISEAR_1565	1565	guilt
ISEAR_1566	1566	joy
ISEAR_1567	1567	fear
ISEAR_1568	1568	anger
ISEAR_1569	1569	sadness
ISEAR_1570	1570	disgust
ISEAR_1571	1571	shame
ISEAR_1572	1572	guilt
ISEAR_1573	1573	joy
ISEAR_1574	1574	fear
ISEAR_1575	1575	anger
ISEAR_1576	1576	sadness
ISEAR_1577	1577	disgust
ISEAR_1578	1578	shame
ISEAR_1579	1579	guilt
ISEAR_1580	1580	joy
ISEAR_1581	1581	fear
ISEAR_1582	1582	anger
ISEAR_1583	1583	sadness
ISEAR_1584	1584	disgust
ISEAR_1585	1585	shame
ISEAR_1586	1586	guilt
ISEAR_1587	1587	joy
ISEAR_1588	1588	fear
ISEAR_1589	1589	anger
ISEAR_1590	1590	sadness
ISEAR_1591	1591	disgust
ISEAR_1592	1592	shame
ISEAR_1593	1593	guilt
ISEAR_1594	1594	joy
ISEAR_1595	1595	anger
ISEAR_1596	1596	sadness
ISEAR_1597	1597	disgust
ISEAR_1598	1598	shame
ISEAR_1599	1599	guilt
ISEAR_1600	1600	joy
ISEAR_1601	1601	fear
ISEAR_1602	1602	anger
ISEAR_1603	1603	sadness
ISEAR_1604	1604	disgust
ISEAR_1605	1605	shame
ISEAR_1606	1606	guilt
ISEAR_1607	1607	joy
ISEAR_1608	1608	fear
ISEAR_1609	1609	anger
ISEAR_1610	1610	sadness
ISEAR_1611	1611	disgust
ISEAR_1612	1612	shame
ISEAR_1613	1613	guilt
ISEAR_1614	1614	joy
ISEAR_1615	1615	fear
ISEAR_1616	1616	anger
ISEAR_1617	1617	sadness
ISEAR_1618	1618	disgust
ISEAR_1619	1619	shame
ISEAR_1620	1620	guilt
ISEAR_1621	1621	joy
ISEAR_1622	1622	fear
ISEAR_1623	1623	anger
ISEAR_1624	1624	sadness
ISEAR_1625	1625	disgust
ISEAR_1626	1626	shame
ISEAR_1627	1627	guilt
ISEAR_1628	1628	joy
ISEAR_1629	1629	fear
ISEAR_1630	1630	anger
ISEAR_1631	1631	sadness
ISEAR_1632	1632	disgust
ISEAR_1633	1633	shame
ISEAR_1634	1634	guilt
ISEAR_1635	1635	joy
ISEAR_1636	1636	fear
ISEAR_1637	1637	anger
ISEAR_1638	1638	sadness
ISEAR_1639	1639	disgust
ISEAR_1640	1640	shame
ISEAR_1641	1641	guilt
ISEAR_1642	1642	joy
ISEAR_1643	1643	fear
ISEAR_1644	1644	anger
ISEAR_1645	1645	sadness
ISEAR_1646	1646	disgust
ISEAR_1647	1647	shame
ISEAR_1648	1648	guilt
ISEAR_1649	1649	joy
ISEAR_1650	1650	fear
ISEAR_1651	1651	anger
ISEAR_1652	1652	sadness
ISEAR_1653	1653	disgust
ISEAR_1654	1654	shame
ISEAR_1655	1655	guilt
ISEAR_1656	1656	joy
ISEAR_1657	1657	fear
ISEAR_1658	1658	anger
ISEAR_1659	1659	sadness
ISEAR_1660	1660	disgust
ISEAR_1661	1661	shame
ISEAR_1662	1662	guilt
ISEAR_1663	1663	joy
ISEAR_1664	1664	fear
ISEAR_1665	1665	anger
ISEAR_1666	1666	sadness
ISEAR_1667	1667	disgust
ISEAR_1668	1668	shame
ISEAR_1669	1669	guilt
ISEAR_1670	1670	joy
ISEAR_1671	1671	fear
ISEAR_1672	1672	anger
ISEAR_1673	1673	sadness
ISEAR_1674	1674	disgust
ISEAR_1675	1675	shame
ISEAR_1676	1676	guilt
ISEAR_1677	1677	joy
ISEAR_1678	1678	fear
ISEAR_1679	1679	anger
ISEAR_1680	1680	sadness
ISEAR_1681	1681	disgust
ISEAR_1682	1682	shame
ISEAR_1683	1683	guilt
ISEAR_1684	1684	joy
ISEAR_1685	1685	fear
ISEAR_1686	1686	anger
ISEAR_1687	1687	sadness
ISEAR_1688	1688	disgust
ISEAR_1689	1689	shame
ISEAR_1690	1690	guilt
ISEAR_1691	1691	joy
ISEAR_1692	1692	fear
ISEAR_1693	1693	anger
ISEAR_1694	1694	sadness
ISEAR_1695	1695	disgust
ISEAR_1696	1696	shame
ISEAR_1697	1697	guilt
ISEAR_1698	1698	joy
ISEAR_1699	1699	fear
ISEAR_1700	1700	anger
ISEAR_1701	1701	sadness
ISEAR_1702	1702	disgust
ISEAR_1703	1703	shame
ISEAR_1704	1704	guilt
ISEAR_1705	1705	joy
ISEAR_1706	1706	fear
ISEAR_1707	1707	anger
ISEAR_1708	1708	sadness
ISEAR_1709	1709	disgust
ISEAR_1710	1710	shame
ISEAR_1711	1711	guilt
ISEAR_1712	1712	joy
ISEAR_1713	1713	fear
ISEAR_1714	1714	anger
ISEAR_1715	1715	sadness
ISEAR_1716	1716	disgust
ISEAR_1717	1717	shame
ISEAR_1718	1718	guilt
ISEAR_1719	1719	joy
ISEAR_1720	1720	fear
ISEAR_1721	1721	anger
ISEAR_1722	1722	sadness
ISEAR_1723	1723	disgust
ISEAR_1724	1724	shame
ISEAR_1725	1725	guilt
ISEAR_1726	1726	joy
ISEAR_1727	1727	fear
ISEAR_1728	1728	anger
ISEAR_1729	1729	sadness
ISEAR_1730	1730	disgust
ISEAR_1731	1731	shame
ISEAR_1732	1732	guilt
ISEAR_1733	1733	joy
ISEAR_1734	1734	fear
ISEAR_1735	1735	anger
ISEAR_1736	1736	sadness
ISEAR_1737	1737	disgust
ISEAR_1738	1738	shame
ISEAR_1739	1739	guilt
ISEAR_1740	1740	joy
ISEAR_1741	1741	fear
ISEAR_1742	1742	anger
ISEAR_1743	1743	sadness
ISEAR_1744	1744	disgust
ISEAR_1745	1745	shame
ISEAR_1746	1746	guilt
ISEAR_1747	1747	joy
ISEAR_1748	1748	fear
ISEAR_1749	1749	anger
ISEAR_1750	1750	sadness
ISEAR_1751	1751	disgust
ISEAR_1752	1752	shame
ISEAR_1753	1753	guilt
ISEAR_1754	1754	joy
ISEAR_1755	1755	fear
ISEAR_1756	1756	anger
ISEAR_1757	1757	sadness
ISEAR_1758	1758	disgust
ISEAR_1759	1759	shame
ISEAR_1760	1760	guilt
ISEAR_1761	1761	joy
ISEAR_1762	1762	fear
ISEAR_1763	1763	anger
ISEAR_1764	1764	sadness
ISEAR_1765	1765	disgust
ISEAR_1766	1766	shame
ISEAR_1767	1767	guilt
ISEAR_1768	1768	joy
ISEAR_1769	1769	fear
ISEAR_1770	1770	anger
ISEAR_1771	1771	disgust
ISEAR_1772	1772	shame
ISEAR_1773	1773	guilt
ISEAR_1774	1774	joy
ISEAR_1775	1775	fear
ISEAR_1776	1776	anger
ISEAR_1777	1777	sadness
ISEAR_1778	1778	disgust
ISEAR_1779	1779	shame
ISEAR_1780	1780	guilt
ISEAR_1781	1781	joy
ISEAR_1782	1782	fear
ISEAR_1783	1783	anger
ISEAR_1784	1784	sadness
ISEAR_1785	1785	disgust
ISEAR_1786	1786	shame
ISEAR_1787	1787	guilt
ISEAR_1788	1788	joy
ISEAR_1789	1789	fear
ISEAR_1790	1790	anger
ISEAR_1791	1791	sadness
ISEAR_1792	1792	disgust
ISEAR_1793	1793	shame
ISEAR_1794	1794	guilt
ISEAR_1795	1795	joy
ISEAR_1796	1796	fear
ISEAR_1797	1797	anger
ISEAR_1798	1798	sadness
ISEAR_1799	1799	disgust
ISEAR_1800	1800	shame
ISEAR_1801	1801	guilt
ISEAR_1802	1802	joy
ISEAR_1803	1803	fear
ISEAR_1804	1804	anger
ISEAR_1805	1805	sadness
ISEAR_1806	1806	disgust
ISEAR_1807	1807	shame
ISEAR_1808	1808	guilt
ISEAR_1809	1809	joy
ISEAR_1810	1810	fear
ISEAR_1811	1811	anger
ISEAR_1812	1812	sadness
ISEAR_1813	1813	disgust
ISEAR_1814	1814	shame
ISEAR_1815	1815	joy
ISEAR_1816	1816	fear
ISEAR_1817	1817	anger
ISEAR_1818	1818	sadness
ISEAR_1819	1819	disgust
ISEAR_1820	1820	shame
ISEAR_1821	1821	guilt
ISEAR_1822	1822	joy
ISEAR_1823	1823	fear
ISEAR_1824	1824	anger
ISEAR_1825	1825	sadness
ISEAR_1826	1826	disgust
ISEAR_1827	1827	shame
ISEAR_1828	1828	guilt
ISEAR_1829	1829	joy
ISEAR_1830	1830	fear
ISEAR_1831	1831	anger
ISEAR_1832	1832	sadness
ISEAR_1833	1833	disgust
ISEAR_1834	1834	shame
ISEAR_1835	1835	guilt
ISEAR_1836	1836	joy
ISEAR_1837	1837	fear
ISEAR_1838	1838	anger
ISEAR_1839	1839	sadness
ISEAR_1840	1840	disgust
ISEAR_1841	1841	shame
ISEAR_1842	1842	guilt
ISEAR_1843	1843	joy
ISEAR_1844	1844	fear
ISEAR_1845	1845	anger
ISEAR_1846	1846	sadness
ISEAR_1847	1847	disgust
ISEAR_1848	1848	shame
ISEAR_1849	1849	guilt
ISEAR_1850	1850	joy
ISEAR_1851	1851	fear
ISEAR_1852	1852	anger
ISEAR_1853	1853	sadness
ISEAR_1854	1854	disgust
ISEAR_1855	1855	shame
ISEAR_1856	1856	guilt
ISEAR_1857	1857	joy
ISEAR_1858	1858	fear
ISEAR_1859	1859	anger
ISEAR_1860	1860	sadness
ISEAR_1861	1861	disgust
ISEAR_1862	1862	shame
ISEAR_1863	1863	guilt
ISEAR_1864	1864	joy
ISEAR_1865	1865	fear
ISEAR_1866	1866	anger
ISEAR_1867	1867	sadness
ISEAR_1868	1868	disgust
ISEAR_1869	1869	shame
ISEAR_1870	1870	guilt
ISEAR_1871	1871	joy
ISEAR_1872	1872	fear
ISEAR_1873	1873	anger
ISEAR_1874	1874	sadness
ISEAR_1875	1875	disgust
ISEAR_1876	1876	shame
ISEAR_1877	1877	guilt
ISEAR_1878	1878	joy
ISEAR_1879	1879	fear
ISEAR_1880	1880	anger
ISEAR_1881	1881	sadness
ISEAR_1882	1882	disgust
ISEAR_1883	1883	shame
ISEAR_1884	1884	guilt
ISEAR_1885	1885	joy
ISEAR_1886	1886	fear
ISEAR_1887	1887	anger
ISEAR_1888	1888	sadness
ISEAR_1889	1889	disgust
ISEAR_1890	1890	shame
ISEAR_1891	1891	guilt
ISEAR_1892	1892	joy
ISEAR_1893	1893	fear
ISEAR_1894	1894	anger
ISEAR_1895	1895	sadness
ISEAR_1896	1896	disgust
ISEAR_1897	1897	shame
ISEAR_1898	1898	guilt
ISEAR_1899	1899	joy
ISEAR_1900	1900	fear
ISEAR_1901	1901	anger
ISEAR_1902	1902	sadness
ISEAR_1903	1903	disgust
ISEAR_1904	1904	shame
ISEAR_1905	1905	guilt
ISEAR_1906	1906	joy
ISEAR_1907	1907	fear
ISEAR_1908	1908	anger
ISEAR_1909	1909	sadness
ISEAR_1910	1910	disgust
ISEAR_1911	1911	shame
ISEAR_1912	1912	guilt
ISEAR_1913	1913	joy
ISEAR_1914	1914	fear
ISEAR_1915	1915	anger
ISEAR_1916	1916	sadness
ISEAR_1917	1917	disgust
ISEAR_1918	1918	shame
ISEAR_1919	1919	guilt
ISEAR_1920	1920	joy
ISEAR_1921	1921	fear
ISEAR_1922	1922	anger
ISEAR_1923	1923	sadness
ISEAR_1924	1924	disgust
ISEAR_1925	1925	shame
ISEAR_1926	1926	guilt
ISEAR_1927	1927	joy
ISEAR_1928	1928	fear
ISEAR_1929	1929	anger
ISEAR_1930	1930	sadness
ISEAR_1931	1931	disgust
ISEAR_1932	1932	shame
ISEAR_1933	1933	guilt
ISEAR_1934	1934	joy
ISEAR_1935	1935	fear
ISEAR_1936	1936	anger
ISEAR_1937	1937	sadness
ISEAR_1938	1938	disgust
ISEAR_1939	1939	shame
ISEAR_1940	1940	guilt
