text_id	sentence_id	sentence
ISEAR_1089	1089	"My mother called me because she had read through the enveloppe a letter  
addressed to me.  She denied having read it intentionally and  
said ""the words just popped out through the enveloppe as the sun  
was shining on it"". Hah Hah."
ISEAR_1090	1090	"I feared that I would have to describe my sexual life to an  
older, strange woman."
ISEAR_1091	1091	When I moved away from home.
ISEAR_1092	1092	"The inflammation of the ear of my child got cured and the doctor  
said that the ear was completely all right."
ISEAR_1093	1093	"My husband suddenly fell ill seriously and during the medical  
examinations we did not know what would follow."
ISEAR_1094	1094	"The housing council asked the city to cut 40 linden trees so that  
the inhabitants of the lower floors would have a view to the sea."
ISEAR_1095	1095	"My child, unexpectedly started acting in a restless and  
disturbing way at school.  In addition his performance at school  
weakened."
ISEAR_1096	1096	"On a trip abroad, a lady-like member of our group turned out to  
be an alcoholic.  She spoilt many days of my holidays because of  
her behaviour and paranoia."
ISEAR_1097	1097	I failed an exam which I thought I would certainly pass.
ISEAR_1098	1098	"I had been guilty of gossiping and blaming others, and one of my  
superiors at the workplace made a formal reprimand."
ISEAR_1099	1099	When a student of mine (at music) performed and played remarkably well.
ISEAR_1100	1100	When climbing up the stairs to the top of a ski-jumping hill.
ISEAR_1101	1101	"My boy-friend came home late one night without having told me  
about it before."
ISEAR_1102	1102	The breaking up of a long lasting relationship.
ISEAR_1103	1103	"While watching the movie called ""Deer hunter"" on TV, when it  
showed how prisoners were treated."
ISEAR_1104	1104	"When I noticed that a person I found attractive had seen me  
picking my nose."
ISEAR_1105	1105	"When I think that I have been too stict or narrow minded towards  
my students."
ISEAR_1106	1106	"When I made up with a girl-friend of mine after having been on  
unfriendly terms with her (my fault).  I cried with joy that  
evening."
ISEAR_1107	1107	"While cycling in the country, I came across a large herd of  
cows."
ISEAR_1108	1108	"When I heard that my step-mother had treated my mother in a wrong  
manner."
ISEAR_1109	1109	"When my friend did not pass the high school graduation  
examinations."
ISEAR_1110	1110	"When I heard about the advances an acquaintance of mine had made  
to my friends, who did not approve of them."
ISEAR_1111	1111	"When after having had sexual intercourse with a friend, I thought  
that he had told about it to a friend of his."
ISEAR_1112	1112	When I promised a male friend of mine to visit him, and did not.
ISEAR_1113	1113	"During lectures, I sensed an unexpressed understanding with a boy  
I did not know.  We exchange glances ; I think he likes me, and I  
like him too.  Perhaps he has fallen in love with me ........."
ISEAR_1114	1114	"At night, I walk home past a forest.  Once, somebody got stabbed  
in the forest.  I imagine someone attacking me and I hurry up."
ISEAR_1115	1115	"In a tram, the ticket seller was commanding, taking the role of a  
leader, trying to emphasize her non-existent authority with undue  
strictness towards a good-humoured drunk who could not find his  
ticket at once."
ISEAR_1116	1116	"A relationship in which I had put my trust, broke up.  I was sad  
when I realized how easy it is to forget something that one had  
once regarded as great and significant."
ISEAR_1117	1117	"A nightmare.  I was dreaming about bloodsuckers, which I tried to  
shake off from my body, they are everywhere, they get glued, they  
suck.  And there are a lot of them.  I panic."
ISEAR_1118	1118	"I told evil lies about a close friend of mine.  I was evil in  
order to sound jolly, to charm a person whom I wanted to impress.  
 I sold my friend, I was despicable."
ISEAR_1119	1119	"I met my ex boyfriend by chance.  We separated a few months ago  
and I am now with a new boyfriend.  My ex boyfriend looked  
depressed, and I know I am not to be blamed."
ISEAR_1120	1120	"[ During inter-rail-trip, after troubles, I met my little  
sister.]"
ISEAR_1121	1121	"Traveling as the only female in a railway carriage in the middle  
of the night in Italy."
ISEAR_1122	1122	A male, Honduran acquaintance of mine despised my opinions.
ISEAR_1123	1123	When our dog died.
ISEAR_1124	1124	"While walking on the street with a good friend of mine, we met an  
acquaintance of hers.  My friend started showing off and telling  
false stories about herself and praising herself."
ISEAR_1125	1125	"I was dishonest to my boyfriend concerning something that is  
important to our relationship."
ISEAR_1126	1126	A parking fine.
ISEAR_1127	1127	"After having at last finished my master's thesis, I felt great  
joy and relief.  I had been haunted by the thesis during the  
whole of my studies."
ISEAR_1128	1128	"While preparing my master's thesis, I was scared that I would not  
accomplish anything as the subject was rather difficult."
ISEAR_1129	1129	"During the Summer, at my workplace, a person kept interfering  
with my tasks and making unfounded remarks.  I felt hatred for  
him but it stopped when I realized that he just longed for attention."
ISEAR_1130	1130	"The last time I felt sad and disappointed was when I did not do  
as well as I had hoped in one of the final exams.  As compared  
with the earlier exams, the questions, I think, were unjust."
ISEAR_1131	1131	"After the first of May, I detested my fiance's friends, who had  
piled on to our party and spoilt it completely."
ISEAR_1132	1132	"After our sad first of May party, I felt ashamed because the  
friends who had been invited had to suffer.  We, the organizers  
of the party, did not drive the intruders away."
ISEAR_1133	1133	"At my summer job, I was responsible for making various orders.   
It was not me who had ordered some seasonal merchandise, but when  
much of it was left over and had to be thrown away in the Autumn,  
I felt partly responsible for the much too large order."
ISEAR_1134	1134	When I met a good friend of mine after a long time.
ISEAR_1135	1135	"I was camping with a friend of mine and we spent the night in the  
forest.  I could not fall off to sleep and could clearly hear  
noises from outside (steps ?) approaching our tent."
ISEAR_1136	1136	When I quarelled with my parents.
ISEAR_1137	1137	"Being away from a very close friend, I was away from Finland  
for a year as an exchange student."
ISEAR_1138	1138	When I saw a spider.
ISEAR_1139	1139	"While playing I urinated on grandma's floor and did not go to the  
lavatory.  My cousin told grandma and she came."
ISEAR_1140	1140	While travelling in a bus with an invalid ticket, I got caught.
ISEAR_1141	1141	"While having a discussion with a colleague of mine, I realized that her  
conception of man and work were similar to mine."
ISEAR_1142	1142	"While he was drunk, my life partner tried to hit me.  I felt  
scared and fled to the bathroom."
ISEAR_1143	1143	"A ""higher status"" colleague of mine despised my attitude and  
organization of work."
ISEAR_1144	1144	"I could not meet my love, after having waited for a month, due to  
illness."
ISEAR_1145	1145	Once again, my life partner came back home drunk at midnight.
ISEAR_1146	1146	"My love and me rented a room in a hotel one evening.  We stayed  
there a few hours and when leaving the hotel, I felt ashamed."
ISEAR_1147	1147	"[ I had, by being silent, disapproved my love and made him  
unhappy.  He had not been able to keep his promise.  I thus was  
thinking about my own conduct towards another person.]"
ISEAR_1148	1148	"I had just moved to the town where I study and I got a postcard  
from a good friend (from my home town)."
ISEAR_1149	1149	"My boyfriend hinted over the phone about wanting to ""be free"".   
He thus did not say it point blank, silence followed."
ISEAR_1150	1150	They had returned much less of my taxes than I had expected.
ISEAR_1151	1151	After my boyfriend and I had separated.
ISEAR_1152	1152	"In the morning, the cat of my landlady had vomited on the floor,  
near the staircase I take to go to the bathroom."
ISEAR_1153	1153	"My boyfriend's mother, whom I had not met earlier, made an  
unexpected visit.  I was lying lazily on the bed, reading a  
newspaper and my boyfriend was studying."
ISEAR_1154	1154	"The cat of my landlady escaped through the window which I had  
left open."
ISEAR_1155	1155	"I got a letter from my best friend, whom I had not heard from for  
a long time (a good letter)."
ISEAR_1156	1156	"Someone knocked on the door when I was alone at home (though  
there was a door bell).  I looked through the peep hole but it  
had been covered.  I called my sister but she could not help me  
as she was hundreds of kilometres away."
ISEAR_1157	1157	"My parents put pressure on me to buy clothes, when I would not  
have liked to do so."
ISEAR_1158	1158	"When my grandfather died, I saw my grandmother crying against my  
aunt's shoulder (I had never seen my grandmother cry before)."
ISEAR_1159	1159	"At school, I detested the spinach gruel which had lumps of flour  
in it."
ISEAR_1160	1160	"I told some acquaintances of mine something that I regretted  
later."
ISEAR_1161	1161	"[ I speak harshly to my parents though they only mean my own  
good.]"
ISEAR_1162	1162	When I got a letter from home.
ISEAR_1163	1163	"While cycling in the country a dog started running beside me,  
growling and barking, and trying to bite my foot."
ISEAR_1164	1164	"Disagreements with mother.  When I moved from KankaanpSS, she had  
promised to help me move but broke her promise because of some  
hindrance. "
ISEAR_1165	1165	"When I had to move away from home to study, and I knew that I  
would not be coming back home for a long time."
ISEAR_1166	1166	"When I noticed two spiders running on the floor in different  
directions."
ISEAR_1167	1167	"When I realized that I had been wrong about a person close to me,  
because of pre-set ideas and prejudices."
ISEAR_1168	1168	"When I reproached my friend because I was myself low-spirited and  
disappointed."
ISEAR_1169	1169	I found myself a place after looking for one for a long time.
ISEAR_1170	1170	[ In an aeroplane.]
ISEAR_1171	1171	"I was angry at my boyfriend who had promised to come to see me  
but did not because he spent the evening with his pals."
ISEAR_1172	1172	"The breaking up of a relationship.  We decided that the  
relationship could not carry on, so it was no surprise to me.  
And anyhow, I had known it would happen sooner or later."
ISEAR_1173	1173	The disgust I feel towards a certain person.
ISEAR_1174	1174	After an event in which I felt that I had acted unfairly.
ISEAR_1175	1175	"At my job, I got disproportionately angry with a child.  My  
reaction was not as it should have been."
ISEAR_1176	1176	"I went to see the entrance examination results at university.  I  
rejoyced at my success."
ISEAR_1177	1177	"I borrowed a car which was supposed to be used for a long journey  
a few hours later, and one of the tyres burst in the middle of  
the town and I did not know what to do."
ISEAR_1178	1178	"An utterance, which I had intended to be a joke, was taken as an  
offence.  In my opinion, this was stupid, and I got angry."
ISEAR_1179	1179	"My best friend had a relatively severe illness.  I was sad  
because she was suffering."
ISEAR_1180	1180	"A man tried to have sexual intercourse with me, though I had  
communicated my unwillingness.  Later on, I felt disgust at that  
person as well as myself because I had partly submitted."
ISEAR_1181	1181	"I told my friend about how I had calculated my salary by cheating a  
little.  When my friend remarked about it, I understood that it  
was wrong to do so, and I felt ashamed."
ISEAR_1182	1182	"I am going steady with a boy, but I had sexual intercourse with  
another one, and I felt guilty about it afterwards."
ISEAR_1183	1183	A good report card (a scholarship) in primary school.
ISEAR_1184	1184	"I was walking home with a friend at night along a quiet street.   
Something started rustling in the bush : it was an exhibitionist."
ISEAR_1185	1185	"I got angry at a friend of mine whom I caught reading my notebook  
(almanach)."
ISEAR_1186	1186	When my grandmother died of cancer.
ISEAR_1187	1187	"In a lift a drunken, fat and untidy man tried to make advances at  
me."
ISEAR_1188	1188	"[ Sometimes I have by accident said to another person something  
in which it is easy to read a negative attitude.]"
ISEAR_1189	1189	"For the sheer pleasure of it, I quarelled with my boyfriend who was trying   
to be especially kind to me."
ISEAR_1190	1190	When I made the acquaintance of a certain person.
ISEAR_1191	1191	When abroad, while driving a car along a dark, winding road.
ISEAR_1192	1192	"When my sister took my things without having asked for my permission  
first."
ISEAR_1193	1193	When my grandfather died.
ISEAR_1194	1194	"When I was working, I got treated in a way which I felt was not  
democratic."
ISEAR_1195	1195	"While working as a domestic helper, one day I had not cleaned up  
very well and they made a remark about it."
ISEAR_1196	1196	"When I decided to move away from my parent's home, my mother told  
me that it was as if a part of her had been torn out of her."
ISEAR_1197	1197	"When I went to a job interview, I met a person who was very nice,  
and his attitude made me glad."
ISEAR_1198	1198	"My episode of fright happened when I came to study.  I had to  
stand in front of my still unknown fellow students and talk about  
myself.  My hands shook, I flushed and became tongue-tied."
ISEAR_1199	1199	"I felt guilty when I spent a night at my boyfriend's place,  
particularly because I had been harsh and spiteful when I had  
left home.  The reason was that I feared a possible discussion on  
the subject and I wanted to leave defiantly."
ISEAR_1200	1200	"I was in a restaurant with my boyfriend when I saw my best female  
friend after not seeing her for two weeks.  We rejoyced, hugged  
and had a long talk."
ISEAR_1201	1201	"One evening, while going to meet a friend of mine, I had to cross  
a meadow by a dark road.  There were bushes on the other side of  
the road.  The weather was damp and a bit foggy.  I heard steps  
behind me and kept speeding up my steps all the time."
ISEAR_1202	1202	"My brother told me that a person (whom I know) had insulted him.   
I am very fond of my brother, and as he himself can not get angry  
or hurt, my protectiveness was aroused and I got angry."
ISEAR_1203	1203	"My guinea-pig had been ill for a couple of days.  One evening,  
when I came home I enquired as to how it was doing.  My mother's  
expression told me that it had died.  My knees refused to support  
me and I began to weep convulsively."
ISEAR_1204	1204	"I happened to see two boys fighting, one of them fell down and  
hurt his head.  The other one used this to spank the head of the 
boy on the ground."
ISEAR_1205	1205	"I had been away all night without having told my parents about  
it.  In the morning when I came home, my mother looked tired.   
She said that she had been awake all night because of me and that  
she was angry and disappointed."
ISEAR_1206	1206	"I had not written to, or called my grandmother, who was lonely,  
for a long time.  My mother asked me to call her on her behalf  
and when I did so, my grandmother was delighted and she told me  
that she had been waiting for some news from us."
ISEAR_1207	1207	When I was sick my husband bought me a piece of cake.
ISEAR_1208	1208	"I saw a man who had had a heart-attack and who was being  
treated for it.  I feared that my own father could have been  
there."
ISEAR_1209	1209	When I saw a big man hit another one, and nobody did anything.
ISEAR_1210	1210	"When my sister left to go home, in Sweden, after the Christmas  
Holidays."
ISEAR_1211	1211	"I once watched the series called ""Dynasty"" on TV, and I detested  
it."
ISEAR_1212	1212	"I feel guilty as I am not working, and even my studies are not  
progressing."
ISEAR_1213	1213	"When my red-cheeked, content child runs to meet me in the yard of  
the kindergarten and gives me a moist kiss on my cheek."
ISEAR_1214	1214	"A neighbour's girl had disappeared and many people were looking  
for her.  Someone had gone to notify the police.  Something had  
certainly happened to her."
ISEAR_1215	1215	"Without my permission, my son had made popcorn after coming back  
from school.  The consequences were a spoilt kettle and chaos in  
the kitchen but what could have happened with the hot grease ?"
ISEAR_1216	1216	The death of a close relative.
ISEAR_1217	1217	"One of my fellow students used questionable and unfair means to  
advance her studies faster than others.  I detested her."
ISEAR_1218	1218	"My friend told me in a fairly loud voice the blunders she  
committed last night."
ISEAR_1219	1219	"I stopped my car in front of a pedestrian crossing as a child was  
crossing the street.  The car driving in the next lane did not  
stop and the child got hurt.  Had I not stopped ..."
ISEAR_1220	1220	"After my vacations, one day after a lecture it occured to me to  
buy a rose for my mother.  We went together to a pub and my  
mother told me that she would be getting married next Spring.  I  
did not known about it and so was all the more glad."
ISEAR_1221	1221	"I work at a day care centre, and one day when the children were  
outdoors a four-year old boy disappeared from the yard.  I was  
not looking after them then, but as the manager it was me who was  
responsible."
ISEAR_1222	1222	"I was on vacation, and therefore I did not attend a meeting of  
the day care centre.  Nevertheless, the very day I came back they  
called me early morining to ask me ""what are you going to do  
about the matter ?"" (which had been discussed in the meeting).   
Then I got angry."
ISEAR_1223	1223	"The fact that my mother is getting married again (my mother and  
father divorced about 15 years ago) means that she will probably  
move to Turku, and our home, which is a one family house, will be  
sold (I myself have not been living at home for the past six  
years)."
ISEAR_1224	1224	"While travelling in a bus, there were three people sitting behind  
me (two men and a woman).  They were drunk and the conversation  
was unbelievable (about fucking, fellatio, etc...).  They tried  
to get others to take part in the conversation.  I loathed it and  
felt like crying."
ISEAR_1225	1225	"When I was seven years old, I stole a chewing-gum from a big  
glass bowl on the counter of a nearby shop, and I got caught."
ISEAR_1226	1226	"I am the secretary of an association, and during the last meeting  
I forgot to take the minutes."
ISEAR_1227	1227	"I had been away from home for a long time and when I came home I  
was delighted.  It was wonderful to see familiar, dear people and  
I was rejoycing in advance.  I had been feeling very lonely."
ISEAR_1228	1228	"I awoke at night and did not remember dreaming about antthing in  
particular.  I just felt oppressing fear, it was dark and all the  
others were sleeping."
ISEAR_1229	1229	"One winter day I, unwillingly, was outdoors with my younger  
brother (10 years younger than me).  I lost my temper on him and  
wanted to throw my brother down the snow bank we were on.  I  
pushed him but not as hard as I had wanted to. We were alone the  
two of us."
ISEAR_1230	1230	"I was on a class excursion, by boat to Stockholm.  At night my  
class mates prepared to clebrate their motive in life which was  
""life is merriment"".  I felt depressed about the way they sought  
happiness."
ISEAR_1231	1231	"I was on my way home by bus.  A man who had drunk a fair amount of  
alcohol started talking, trying to hug and pat a woman sitting  
next to him.  Fortunately it was not me."
ISEAR_1232	1232	I gave a wrong answer at school.
ISEAR_1233	1233	"When my little brother asked me to play with him, I told him that  
I had no time and that I would play with him the next day.  
However, the next day I said the same thing."
ISEAR_1234	1234	When, after a long time, I saw a girl with whom I was in love.
ISEAR_1235	1235	When I was walking on a fairly out-of-the-way street.
ISEAR_1236	1236	"A friend of mine had promised to arrange me some tickets for a  
concert which I considered important.  He could not get them the  
way he thought he would, so he gave up the whole thing."
ISEAR_1237	1237	I was sad when I saw that a beautiful girl was not attainable.
ISEAR_1238	1238	"I heard somebody talk about studies in a highly enthusiastic  
""student-like"" way."
ISEAR_1239	1239	"While attending some affairs, which were taking some time, with  
a bank officer, I felt that my clothes and appearance were out of place, too  
raggy."
ISEAR_1240	1240	"One evening I went out with some friends of mine, although I was  
supposed to stay at home with my little sister who is 11."
ISEAR_1241	1241	"While watching an entertainment program in which there was a clever   
and amusing sketch."
ISEAR_1242	1242	"When I was in the army, a room mate of mine came back from  
furlough and threatened another fellow with a knife."
ISEAR_1243	1243	"The last day of school is traditionally celebrated by singing a  
song about all the students who are leaving.  In the song  
about me, there were things which irritated me a lot."
ISEAR_1244	1244	"I worked for seven months in a factory, and made friends with a  
fellow worker.  Later, I visited my former fellow workers and was  
told that, while in the army, my friend had shot himself."
ISEAR_1245	1245	"The behaviour of a fellow towards me and some others in the army  
was really mean.  I detested this."
ISEAR_1246	1246	I tried to date a girl, but she refused.
ISEAR_1247	1247	"While doing some calculation exercises, I neglected a part of it,  
though I had marked it as done.  By chance, I was asked to  
demonstrate this very part on the blackboard."
ISEAR_1248	1248	"In the army, my result at the shooting exercises got  
me a three day furlough."
ISEAR_1249	1249	"When I was 8 years old, I would usually come home from school  
with my mother in a car.  For the first time I had to take the  
school bus, and I mistook the bus stop and found myself two  
kilometres away from where I lived.  I was very scared, wondering  
how I would get back home."
ISEAR_1250	1250	"I read in the newspaper that the Student Lodging Fund was going  
to build new appartments for refugees (in my opinion this is the  
state's affair).  This is when only a fractoin of the students  
can find an appartment."
ISEAR_1251	1251	"I lead a rather secure life.  The only thing I can remember is a  
song from the nineteenth century which is against alcohol.  Both  
the melody and the word (although naive) effected my emotions."
ISEAR_1252	1252	"Yesterday in the elevator a man started smoking, this is  
something I just can not tolerate."
ISEAR_1253	1253	"In primary school I once faltered while answering a question and  
the others started laughing."
ISEAR_1254	1254	"[ Generally when I am shopping I feel like I were guilty of all  
the thefts through the year (I have never stolen).]"
ISEAR_1255	1255	"When my favourite football team made a goal and was about to  
win the Cup of England."
ISEAR_1256	1256	"I was less than 10 years old when our neighbour's dog chased me  
to the roof of a small shed and there seemed to be no hope of  
getting away from there."
ISEAR_1257	1257	"While playing a ball game, I was just about to make a goal when I  
was thrown off my feet, and I failed to score the goal."
ISEAR_1258	1258	"When I heard about the death of Frantois Truffaut, the French motion   
picture director, on the radio.  I had planned to go and see his  
last film."
ISEAR_1259	1259	"I saw a movie called ""The Thing"", the film directed by John  
Carpenter.  The monster in the film made me feel disgusted."
ISEAR_1260	1260	"I had misbehaved at a party and did not wish to meet the person  
in question later."
ISEAR_1261	1261	While playing a ball game, I made a mistake and we lost the game.
ISEAR_1262	1262	When I was in the sauna bath.
ISEAR_1263	1263	I had a dream in which I was an African elephant.
ISEAR_1264	1264	"When I came for the lesson, it was cancelled and I had to fill in  
a questionnaire instead."
ISEAR_1265	1265	When my car froze, and I could not start it.
ISEAR_1266	1266	When I saw our computer teacher.
ISEAR_1267	1267	"When I was going downhill on skis, and fell down twice the first  
time."
ISEAR_1268	1268	When I was involved in a car crash.
ISEAR_1269	1269	I passed an exam which I thought I had failed.
ISEAR_1270	1270	"My mother had not come home at midnight.  She had forgotten to  
tell me about it.  I was very young and all alone at home."
ISEAR_1271	1271	"My girlfriend started singing (she cannot sing) and did not stop  
despite my asking her to do so."
ISEAR_1272	1272	When my grandmother died of cancer.
ISEAR_1273	1273	"When I was still a child, I saw a horror film on TV in which  
there was a rotten human skull."
ISEAR_1274	1274	"As a small boy, I took a coin from an empty taxi cab.  My mother  
saw it and told the driver about it.  I even knew the driver."
ISEAR_1275	1275	When I betrayed my former girlfriend.
ISEAR_1276	1276	"New Year's Eve party in the country, I hardly knew a person; my  
partner spent most of the time at the bar. I had little  
opportunity to get to know people because our table was separated  
and my boyfriend's parents were present."
ISEAR_1277	1277	"Christmas Eve: there was a tension between my parents, they did  
not even try to restore a harmonic atmosphere. Mother stayed in  
her room almost the whole day. I felt alone and was very sad."
ISEAR_1278	1278	"Father said: If you are pregnant, you will have to procure  
abortion. I was filled with disgust against my father."
ISEAR_1279	1279	"I had an intimate relation with my boyfriend, but unfortunately  
we had sexual problems; therefore I deceived him, but I was  
ashamed when I told my friend about it."
ISEAR_1280	1280	"I work at a commercial house from 7 to 10 a.m. On a very cold day  
in winter I was late - and let a fellow worker stand in the cold  
for half an hour."
ISEAR_1281	1281	"After one year of searching, my friend and I have found a flat we  
are able to pay for."
ISEAR_1282	1282	Car accident in the middle of the night.
ISEAR_1283	1283	"At the weekend I wanted to be absent from school because of a  
sports event, but my teacher refused to give me the day off  
because he didn't like me."
ISEAR_1284	1284	When I was six years old, my favourite cat died.
ISEAR_1285	1285	"A gigantic spider climbed over my face and what is more - in my  
own flat."
ISEAR_1286	1286	"I was very fat and felt absolutely unwell. I was afraid of  
leaving the house and getting to know new people."
ISEAR_1287	1287	"I was said to be responsible for my mother getting ill and  
growing thin. I did not realize that it really was my fault until  
several weeks later."
ISEAR_1288	1288	"I won a car in a prize-competition. The moment I was informed  
about it, I felt joy."
ISEAR_1289	1289	"My sister had to undergo a very complicated operation, her  
eyesight was at stake."
ISEAR_1290	1290	I had a quarrel with my parents
ISEAR_1291	1291	"I heard that a friend had died in an accident; group situation:  
suddenly a friend came in and said ""Have you already heard  
that...""; there was a terrible consternation, silence, then  
everybody shouted excitedly ""How could that happen...""."
ISEAR_1292	1292	"Scuffle in a carriage of the underground in Vienna, three drunk  
men thrashed a man in a wheel chair - I watched the scene from  
another carriage."
ISEAR_1293	1293	"I put an end to a friendship with a girl - I had only pretended  
love and affection to be able to sleep with her."
ISEAR_1294	1294	"A young girl tried to put an end to her life because of lover's  
grief; not until she was in hospital I heard that I had been the  
reason for her action."
ISEAR_1295	1295	"In order to be admitted to my final examination, I had to pass  
two examinations. As I had not studied very much, I resigned  
myself to be left behind. Nevertheless I succeeded in these  
examinations."
ISEAR_1296	1296	"I had not told my parents about my bad marks in school. One day,  
my father wanted to speak to the teachers. Fortunately I could  
influence my parents to take it easy."
ISEAR_1297	1297	"I wanted to go to a friend of mine who had a party; at the moment  
I wanted to leave, my father said I couldn't go because he needed  
me for some work in the afternoon."
ISEAR_1298	1298	"A friend of mine, who had repeated a year at school once before,  
did not pass the final examination and had to take it again half  
a year later."
ISEAR_1299	1299	"Eco-activists demonstrated against a project to build a power station  
at the Danube in the middle of a lowland forest (Hainburg) and  
the government decided to delay it for another year. When my  
father heard about it, he said that we needed another Hitler."
ISEAR_1300	1300	"There was a time when my room looked terribly untidy; just at  
that time my aunt came to see me; fortunately I could prevent her  
from entering the room."
ISEAR_1301	1301	"I was supposed to fetch some friends at the bus stop, but I did  
not do it because my father was in a bad mood and I was afraid  
that he would grumble."
ISEAR_1302	1302	My boyfriend returned after a long absence.
ISEAR_1303	1303	My car skidded on the wet street.
ISEAR_1304	1304	"I wanted to see a friend, I had been looking forward to it and  
had certain expectations, but he did not pay any attention to me,  
played cards with other people."
ISEAR_1305	1305	"A good friend quitted me after he had behaved in a strange  
manner."
ISEAR_1306	1306	"In broad daylight I saw an untidy old man pissing and playing  
with his penis in the middle of the town."
ISEAR_1307	1307	"Somebody who knows me very well discovered that I had told him a  
lie."
ISEAR_1308	1308	"When my boyfriend was away, I flirted with his best friend; I  
felt guilty the next day."
ISEAR_1309	1309	"Recently a good friend only called me when he needed something.  
He never said ""please"" or ""thank you"" or any other kind word."
ISEAR_1310	1310	"My favourite horse died. We had tried our best to save him, but  
it was hopeless, he had to be shot."
ISEAR_1311	1311	"I read a book about the sexual phantasies of women; I read about  
a woman having sexual intercourse with a dog."
ISEAR_1312	1312	"In our flat the bath-tub is in the kitchen. At the beginning I  
had very intensive feelings of shame when I had a bath and people  
were in the kitchen."
ISEAR_1313	1313	"I had to take care of the plants of a friend of mine for several  
weeks. I watered them, but let them stand in a cold room so that  
two of them perished."
ISEAR_1314	1314	"When I met a good friend after a long time. We had had a quarrel  
but after two weeks I was really glad to see him again."
ISEAR_1315	1315	"When we stayed in Vienna with our class, my friend and I behaved  
incorrectly. Our teacher threatened us with exclusion from  
school."
ISEAR_1316	1316	"When I lost my driving license because I had been driving while  
under the influence of alcool."
ISEAR_1317	1317	My mother's death.
ISEAR_1318	1318	"When I entered the dissecting room for the first time. I think I  
felt disgusted mainly because of the bad smell of formaline."
ISEAR_1319	1319	"I think I felt ashamed for the first time when I entered a night  
club."
ISEAR_1320	1320	"During a ski tour with a friend, we two had drunk too much. When  
we went down the slope on ski, I lost my friend who had lost his  
way. I thought that something must have happened to him (he  
finally arrived but after a very long time)."
ISEAR_1321	1321	"My father stayed abroad for one year. He does not like to write  
letters because he makes ortographic mistakes. I never had a good  
relation to him. He wrote me a letter in which he said that he  
loved me."
ISEAR_1322	1322	"When I was a child, I was always afraid of my father. Just when  
he looked at me, I felt frightened."
ISEAR_1323	1323	"A colleague asked me to study with her. I could not explain  
things as perfectly as she had expected. So she reacted in an  
aggressive manner."
ISEAR_1324	1324	"During the Christmas holidays, I went to see my parents and  
stayed with them for two weeks. After two or three days, we had  
the same conflicts we had had ten years before when I had lived  
with them. They were glad when I left."
ISEAR_1325	1325	"Old man in hospital, hollow-cheeked, only one half of his nose  
and glass-eye, rattling breath."
ISEAR_1326	1326	"When my father came into the bathroom and saw me standing there  
naked."
ISEAR_1327	1327	"I live with my boyfriend, we have a close relationship, I fell in  
love with another man."
ISEAR_1328	1328	When I met my girlfriend - I had not counted on that.
ISEAR_1329	1329	"One night I had a feeling that somebody was stealing my car,  
but I was too frightened to go and see."
ISEAR_1330	1330	"When we rearranged furniture in our flat and got stuck in a  
chair."
ISEAR_1331	1331	A person died (not really a friend).
ISEAR_1332	1332	"Several weeks ago, I had problems with friends, I felt disgusted  
by a friend."
ISEAR_1333	1333	"When I was a child, I thought that I had to be ashamed when  
asking and doing certain forbidden things."
ISEAR_1334	1334	When quarreling with friends.
ISEAR_1335	1335	"In Southern Tyrol, I was gathering apples, it was a fine day, I  
was not thinking about anything, I felt an overwhelming joy."
ISEAR_1336	1336	"My girlfriend and I slept in a lonely hut (we had drunk alcool).  
Suddenly some soil fell on us, then some water. Although we tried  
hard, we could not find out the cause."
ISEAR_1337	1337	"I helped my little sister (13 years) learning mathematics.  
Obviously she did not want to understand what I explained and  
started to cry. I grew angry."
ISEAR_1338	1338	When my girlfriend told me that she wanted to leave me.
ISEAR_1339	1339	"On a trip I passed by a cellulose factory. It was a fine day,  
beautiful landscape; I observed this factory with disgust."
ISEAR_1340	1340	"When I went to a sauna with my father for the first time (I was  
16). When I entered the sauna naked, I felt ashamed for a short  
time."
ISEAR_1341	1341	"I came home from a discotheque at half past four in the morning,  
although I had promised my parents to come home at midnight. From  
3 a.m. I felt guilty towards my parents."
ISEAR_1342	1342	A friend I had missed very much came to see me unexpectedly.
ISEAR_1343	1343	"On my way through lonely streets I met with a huge stray dog. It  
stopped at some distance and looked at me. I tried to ignore it  
but I was very frightened."
ISEAR_1344	1344	"A friend of mine tried to persuade me to go at her place to act  
as a model because she felt too tired. It was a quarter of an  
hour before the appointed time, I had just lied down and did not  
want to go because it was too late anyway. She said that I only  
was talking about looking for work, but if it was possible I  
would not accept it. I was angry about this unjust judgment."
ISEAR_1345	1345	"After I had lived with my boyfriend in a foreign country for half  
a year, I saw that it was impossible for me to stay with him (for  
economic reasons). We separated although I loved him."
ISEAR_1346	1346	"In a certain book I read about cruelties and violence in prison  
and souteneur circles; I felt especially disgusted when I read  
detailed descriptions of physical and mental torture of less  
powerful people."
ISEAR_1347	1347	"When I talked to a psychotherapist for the first time, I started  
to cry; first I talked to him but he did not say anything and  
after a while I was crying."
ISEAR_1348	1348	"I went shopping with my mother and sister (17 years old). Mother  
always told my sister what she should buy. Instead of assisting  
my sister in defending herself against mother's interference, I  
just behaved aggressively towards my sister."
ISEAR_1349	1349	"When I worked as an ""au-pair-girl"" in London, I received a call  
from a good friend who told me that she was in London too and  
wanted to see me. I was very glad - after that call and  
especially when I saw her."
